acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,target_emotion
0.00386,['The Moody Blues'],0.441,176987,0.565,0,1O48Skf49v9bIFc9fTacGz,1.69E-06,0,0.149,-7.598,1,"Dr. Livingstone, I Presume - BBC Radio One ""Top Gear"" Session / 1968",18,26-07-1968,0.0301,121.64,0.789,1968,happy
0.0316,['Huey Lewis & The News'],0.594,304920,0.756,0,0o4e5Tt4vorx2012FrGIjV,0.000102,10,0.222,-8.82,1,The Heart Of Rock And Roll,48,1983,0.0379,143.301,0.956,1983,happy
0.604,['Valentín Elizalde'],0.661,215373,0.367,0,5O4eVNx9CpTxGLoyLmqn7P,0,5,0.0916,-8.552,1,Soy Así,55,01-01-2005,0.0482,174.059,0.838,2005,happy
0.712,['Dave Dudley'],0.629,157333,0.644,0,55PomE5QaGCIIErK87zeVs,0.000273,7,0.136,-9.383,1,Six Days on the Road,46,09-11-1999,0.0401,77.824,0.961,1999,happy
0.00575,['The Pogues'],0.601,152960,0.896,0,5qZppxdSuwLsk7wQIUbCVw,1.31E-06,2,0.314,-8.769,1,Streams of Whiskey,42,1984,0.0326,137.809,0.969,1984,happy
0.162,['Juan Gabriel'],0.542,261840,0.69,0,2vfJS6gcbDia3SeM6VH0Id,0.346,7,0.0809,-14.889,1,El Noa Noa,54,1980,0.0311,156.641,0.908,1980,happy
0.648,['The Beach Boys'],0.725,139120,0.732,0,0BCIAYgnjkZ8Qu6jLNEALY,7.62E-05,10,0.177,-6.278,1,Our Car Club (Mono),14,07-10-1963,0.0329,126.368,0.967,1963,happy
0.211,['Pat Benatar'],0.831,197560,0.515,0,0vH8lKlC0ubDvjwrtgW1sI,0.000146,4,0.0663,-12.937,1,Rated 'X',26,01-01-1979,0.0305,113.597,0.634,1979,happy
0.134,['Damian Marley'],0.812,230693,0.656,0,3RAjbhz2rNIAyujNyumABN,0,6,0.0764,-5.102,0,Me Name Jr. Gong,51,1996,0.0788,125.455,0.903,1996,happy
0.569,['Lou Reed'],0.672,225667,0.754,0,5WM214brvhyFngX2oEw8kL,0,4,0.154,-6.782,1,Ooohhh Baby,31,19-01-1976,0.0352,131.533,0.967,1976,happy
0.367,"['The Muppets', 'Joanna Newsom']",0.924,50787,0.788,0,2fFnUnsRZ11zSqJoZalmxq,4.97E-06,7,0.0564,-5.191,1,The Muppet Show Theme,47,21-11-2011,0.0891,115.031,0.785,2011,happy
0.995,['Francisco Canaro'],0.735,193507,0.236,0,3WXSQK1gnh473TL19edj6k,0.801,2,0.242,-11.055,1,Ahi Va el Dulce - Instrumental (Remasterizado),0,26-12-1932,0.0571,125.53,0.812,1932,happy
0.627,['Gordon Lightfoot'],0.659,207027,0.653,0,1hxo2s04rDRaKutRM844Ew,2.72E-05,9,0.108,-10.496,1,Cotton Jenny,38,1975,0.0286,139.296,0.917,1975,happy
0.316,['Anri'],0.532,259307,0.615,0,3tw8SqjA9KRnseY71gsonf,2.10E-06,0,0.382,-4.47,1,A HOPE FROM SAD STREET,30,05-12-1983,0.0353,178.356,0.729,1983,happy
0.164,['Alan Jackson'],0.722,144333,0.553,0,6vUqnifEEMUchFFXSxRhZs,4.39E-06,9,0.187,-10.508,1,She's Got the Rhythm (And I Got the Blues),39,09-10-1992,0.033,137.725,0.735,1992,happy
0.988,['Carl Woitschach'],0.813,182787,0.483,0,3CsFHZBbggsg4KqshDKmbs,0.933,8,0.227,-9.228,1,Alle mit uns 2. Teil,0,1928,0.0542,117.6,0.908,1928,happy
0.413,['Lyle Lovett'],0.738,182907,0.416,0,4TgMVibUlFw4IVojfJ3kcG,0,9,0.158,-15.447,1,Give Back My Heart,32,11-01-1988,0.0747,118.222,0.861,1988,happy
0.645,['Zac Brown Band'],0.566,238147,0.713,0,3eBnEo9WL34ulBCZlLpUQO,0,6,0.114,-4.25,1,Chicken Fried,78,17-11-2008,0.0417,169.864,0.807,2008,happy
0.652,['Alvin & The Chipmunks'],0.811,52733,0.559,0,0MOFDBsuMBLs88ttMYPlkI,0.0281,10,0.18,-8.176,1,Sing Again With The Chipmunks,7,01-01-1960,0.0496,129.045,0.925,1960,happy
0.924,['Shamshad Begum'],0.716,181880,0.396,0,0rW8A0BB1dSmohxAg8U8Vm,0.11,6,0.183,-9.978,1,Hay Re Pyare Pyare Nyare Nyare,0,01-01-1949,0.0722,107.773,0.943,1949,happy
0.701,['La Original Banda El Limón de Salvador Lizárraga'],0.671,153667,0.499,0,31DmTztbIIsv6wSE93S4fZ,1.12E-05,7,0.0579,-6.556,1,El Mejor Perfume,54,01-01-2011,0.0348,153.957,0.966,2011,happy
0.0619,"['Eve', 'Alicia Keys']",0.723,239267,0.84,1,0WgLpgUdThEpA5L5K0SKq7,0,1,0.0945,-3.523,0,Gangsta Lovin',58,01-01-2002,0.0608,94.332,0.827,2002,happy
0.0328,['Slightly Stoopid'],0.751,195547,0.804,0,5ViiC7HZCgbsWvzhdGLeIb,5.01E-05,7,0.077,-5.957,1,Leaving On A Jetplane,41,18-03-2003,0.0551,87.982,0.858,2003,happy
0.194,['Al Green'],0.794,253133,0.321,0,7rdQaivUL0YNmN6IGAvGVM,0.00257,11,0.122,-13.308,0,Here I Am (Come And Take Me),44,01-01-2005,0.0326,93.978,0.885,2005,happy
0.768,"[""Bailey's Nervous Kats""]",0.76,134734,0.435,0,28OkwCYFZ47E8Ab29bZskn,0.0714,2,0.0719,-12.805,0,Northwind,9,01-01-1962,0.0322,125.324,0.763,1962,happy
0.0448,['Jennifer Hudson'],0.707,250107,0.724,0,02QQXgeAghpU4smdM7l7We,0,11,0.072,-3.887,0,Spotlight,63,30-09-2008,0.051,108.984,0.659,2008,happy
0.589,['Champaign'],0.758,226627,0.576,0,0WbfjzHowY2PZAco1JEvis,9.57E-06,10,0.146,-11.477,1,Try Again,38,14-03-1983,0.0417,128.214,0.712,1983,happy
0.00289,"['Michael Gore', 'Dean Pitchford']",0.739,321693,0.701,0,4Q0dUYZ5kucgYQN5LZNO96,0.000899,7,0.0482,-10.24,0,Fame - Instrumental Version,32,16-05-1980,0.0289,130.487,0.914,1980,happy
0.101,['Selena'],0.611,193240,0.513,0,2cKCwfztCCpCILaWIBUS6I,0,2,0.172,-10.673,1,Si La Quieres,40,1992,0.0298,107.112,0.899,1992,happy
0.328,['Grateful Dead'],0.67,208702,0.424,0,6w1tZBRk53TyBRttL0gnit,0,7,0.0625,-13.286,1,Stagger Lee - 2013 Remaster,27,1978,0.0411,146.669,0.846,1978,happy
0.499,['Dave and Sugar'],0.455,163800,0.479,0,0kDE8iIZcedP244LZ3xGJz,0,5,0.121,-10.417,1,The Door Is Always Open,42,1998,0.0272,188.482,0.826,1998,happy
0.953,['Lead Belly'],0.619,164676,0.584,0,625XzICYn2o01LiNYQqT20,0.778,3,0.249,-8.215,1,The Eagle Rocks,1,1947,0.0329,157.646,0.72,1947,happy
0.731,"['Carmen Delia Dipini', 'Johnny Rodriguez Y Su Trio']",0.732,161200,0.359,0,0YSe7dUAo4QMpHkRceZebz,0.0227,7,0.0958,-10.426,1,No Te Demores,15,01-01-1956,0.0473,136.268,0.939,1956,happy
0.195,['Los Gatos Negros De Tiberio'],0.729,203494,0.364,0,6snDhzPoIyKGflF2trkEze,0,8,0.112,-7.906,1,Grabada en Mi Piel,28,01-01-1970,0.0466,80.321,0.776,1970,happy
0.995,"['Francisco Canaro', 'Charlo']",0.797,181000,0.468,0,6bZuCu9Ia2x1Zf4rRDwbJ7,0.229,9,0.303,-8.545,1,Nicolasa - Remasterizado,0,11-12-1931,0.0572,118.508,0.961,1931,happy
0.526,['Traveling Wilburys'],0.695,217240,0.794,0,3vpPUlo745E5L86BxQPAfm,0,4,0.126,-5.726,1,Cool Dry Place,39,29-10-1990,0.0263,97.7,0.968,1990,happy
0.243,['America'],0.761,237093,0.389,0,5LOLaAkgjunrslcdrjjvRb,0,6,0.316,-14.876,0,Jody,35,01-01-1982,0.0438,125.694,0.871,1982,happy
0.991,"['Carolina Cardoso de Menezes', 'Garoto']",0.729,147772,0.404,0,5MiQjK5suHvjtIEKVJTfYl,0.89,2,0.118,-13.583,1,Fala Bandolim,4,12-12-1944,0.0462,98.376,0.928,1944,happy
0.427,"['Lenin Ramírez', 'Gerardo Ortiz', 'Jesús Chairez']",0.739,208118,0.744,0,3JuPa0jxEAacGtz4mAKVZA,2.23E-05,10,0.317,-1.589,1,Recordando a Manuel,69,20-04-2018,0.0376,120.083,0.97,2018,happy
0.577,"['Isaiah Rashad', 'Syd']",0.59,166087,0.602,1,5f6esnDQcBiFAm8iMfkw12,6.59E-06,8,0.643,-8.195,1,Silkk da Shocka (feat. Syd),57,02-09-2016,0.413,121.986,0.72,2016,happy
0.0384,['Hound Dog Taylor'],0.698,231000,0.572,0,0nsNwksjh20u7q6oQnZm5m,0.000215,4,0.276,-15.828,1,She's Gone,27,1971,0.0502,130.157,0.811,1971,happy
0.806,['Woody Herman & His Orchestra'],0.626,181493,0.575,0,6t9tJuOqjwmyHEbmI0cVKs,3.34E-05,8,0.166,-11.131,1,Caldonia,21,1945,0.0885,133.847,0.793,1945,happy
0.324,"['Ski Mask The Slump God', 'SahBabii']",0.893,152213,0.676,1,1D23GEeQ32aqLw5ZnY3Ivp,0,9,0.0968,-4.867,0,COOLEST MONKEY IN THE JUNGLE,63,11-05-2018,0.227,125.923,0.804,2018,happy
0.61,['El Trono de Mexico'],0.652,170987,0.758,0,7kK7ORoNlI78sWxUClVN2o,5.75E-05,1,0.164,-3.006,0,Se Fue,43,31-07-2007,0.0318,145.509,0.961,2007,happy
0.992,"['G. M. Durrani', 'Asha Bhosle']",0.759,184233,0.234,0,2VigHJpnORMK0zmxMzYs3O,0.0428,3,0.106,-8.44,1,Tera Dil Jo Kahta Hai,0,31-12-1953,0.45,81.684,0.861,1953,happy
0.00149,['Madonna'],0.736,225973,0.802,0,2BcOZ4vOeu2qZowIHrvTYy,0.0876,7,0.14,-8.527,1,Music,46,19-09-2000,0.0663,119.854,0.871,2000,happy
0.44,['The Kingston Trio'],0.548,144267,0.421,0,677oYgkn4m90Zvq4lQH2B8,0,0,0.363,-10.66,1,Saro Jane,14,01-06-1958,0.0362,144.778,0.831,1958,happy
0.919,['Chuck Berry'],0.515,137107,0.902,0,2KIz4ileT7mvzFhAR8U5gS,6.25E-06,3,0.17,-7.085,1,Brown Eyed Handsome Man,40,01-05-1957,0.202,180.07,0.873,1957,happy
0.253,['Elton John'],0.429,205493,0.592,0,0CY864emS4cZAUYM55R8sW,0.000117,5,0.231,-9.636,1,Cold Highway,25,28-06-1974,0.0411,80.466,0.806,1974,happy
0.691,['The Impressions'],0.769,149427,0.537,0,1vMqZszrUyY8v453GN0G21,0,7,0.143,-5.438,0,I Ain't Supposed To,14,07-06-1964,0.0703,127.553,0.902,1964,happy
0.92,['Duke Ellington'],0.774,192240,0.569,0,73irJhx20srzNSs8yGZBZy,0.661,7,0.0557,-7.551,0,Exposition Swing,8,01-01-1938,0.057,111.061,0.963,1938,happy
0.00939,['Savage'],0.764,251653,0.427,0,2H4S5ufkHbl3rBoS2hRgBf,0.0247,9,0.0481,-13.601,0,Don't Cry Tonight,41,01-01-1984,0.0349,103.51,0.93,1984,happy
0.994,['Fabre Duroseau'],0.467,123800,0.554,0,10rnrs31R8b3pvG1EsK6hx,0.869,7,0.158,-10.514,1,Gallop,2,01-01-1952,0.0362,146.55,0.967,1952,happy
0.831,['Duane Eddy'],0.737,160760,0.924,0,207cqolTfI0vGLW6QrGfFa,0.121,9,0.163,-6.285,1,(Dance With The) Guitar Man,29,04-03-1962,0.0401,135.412,0.963,1962,happy
0.991,"['Franz Schubert', 'Irma Kolassi', 'Jacqueline Bonneau']",0.739,119907,0.148,0,39q7zZcVqWNewpcFz5oH56,1.55E-05,4,0.103,-16.26,1,"Der Musensohn, D.764, Op.92 No.1",0,01-01-1952,0.232,121.28,0.894,1952,happy
0.206,['The Statler Brothers'],0.729,137333,0.465,0,4kWndBRblw3IUm5JqL0t0i,8.43E-06,8,0.0546,-14.402,1,Hello Mary Lou,47,21-11-1985,0.0297,103.282,0.746,1985,happy
0.0444,['Queen'],0.922,215933,0.392,0,5HkFTCxSeJ3kGNyQJbT4rJ,0.165,5,0.123,-12.083,0,Another One Bites The Dust,48,26-10-1981,0.122,109.878,0.771,1981,happy
0.12,"['2Pac', 'Shock G', 'Money B']",0.84,258640,0.717,1,74kHlIr01X459gqsSdNilW,1.29E-05,10,0.298,-4.368,0,I Get Around,54,01-01-1998,0.105,96.224,0.675,1998,happy
0.0118,['Peter Tosh'],0.792,372760,0.477,0,4pMAuPWNkKFqxRPieeCqI8,1.65E-06,9,0.0837,-7.945,1,Stand Firm - 2002 Remaster,33,31-10-1988,0.0766,73.556,0.722,1988,happy
0.0164,['Clan of Xymox'],0.53,266600,0.459,0,3qxbhEYg8QgcVy9Dkk7r5R,0.00208,1,0.0967,-13.09,1,No Words,40,01-07-1985,0.0304,131.406,0.811,1985,happy
0.0146,['Steven Curtis Chapman'],0.612,277160,0.796,0,59mnb4tpRbH456ey5INhCh,0,2,0.255,-12.112,1,The Great Adventure,39,01-01-1992,0.0303,138.914,0.798,1992,happy
0.89,['Dean Martin'],0.671,136493,0.315,0,3AnTfM2O5kUtlZfZ5O3hyB,0,2,0.0684,-12.757,1,Good Mornin' Life - Remastered,29,1958,0.0315,81.166,0.864,1958,happy
0.0197,['South Park Mexican'],0.85,234867,0.521,1,3Zk6U6LhdxDYTSx2i9L8if,0,5,0.149,-5.921,1,Screens Falling,41,06-11-2001,0.0482,89.995,0.624,2001,happy
0.117,['Bobby Charles'],0.747,224533,0.554,0,0a1jO74XhXNC6TrFgr8VEI,2.11E-06,9,0.0695,-9.487,1,Street People,38,1972,0.104,123.474,0.942,1972,happy
0.104,['Garland Jeffreys'],0.71,276267,0.587,0,0u4oJJRgbzDxKSNPx9KQ0c,0.228,11,0.195,-15.045,0,Graveyard Rock,36,21-06-1981,0.0406,155.166,0.96,1981,happy
0.425,"['Bo Diddley', 'Muddy Waters', 'Little Walter']",0.635,236160,0.756,0,0YCj5u72nxNMLdvDQcUdZr,0.000338,7,0.065,-8.682,1,My Babe,31,11-06-1967,0.101,130.56,0.727,1967,happy
0.304,['The Isley Brothers'],0.613,139747,0.551,0,5M8bHVAmWQVaqp2CQgSfDD,0,0,0.415,-9.054,1,That's The Way Love Is,37,01-01-1967,0.0333,131.414,0.873,1967,happy
0.368,['Pretenders'],0.751,185960,0.703,0,1QaJWSCk3UMKLotnPCIHh1,0.00123,9,0.196,-5.687,1,Brass in Pocket - 2006 Remaster,62,11-01-1980,0.0287,97.931,0.907,1980,happy
0.0529,['Ramon Ayala Y Sus Bravos Del Norte'],0.673,147240,0.764,0,1X6IIwDbFqv6Bt7RgGx9K0,2.31E-05,8,0.0898,-5.22,1,El Disgusto,30,1978,0.0462,109.642,0.737,1978,happy
0.415,['Paquito Guzman'],0.648,309253,0.718,0,15bMjRos3fdlgwfQOXchez,0.000193,8,0.171,-6.086,0,Cinco Noches,41,14-09-1999,0.0458,97.544,0.925,1999,happy
0.901,['Christian Scott aTunde Adjuah'],0.278,373880,0.239,0,7G9VsVr1m6YzaJgHyRgz4y,0.141,6,0.18,-15.248,1,Isadora,48,01-01-2010,0.0353,169.229,0.204,2010,sad
0.489,['Julius LaRosa'],0.259,155507,0.11,0,0Nm43HfHFaHjQ3mrLBSEW7,0,2,0.0941,-19.194,1,Domani - 1955 #13 Billboard chart hit,3,1955,0.0371,171.325,0.292,1955,sad
0.975,"['Camille Saint-Saëns', 'Jascha Heifetz', 'Brooks Smith']",0.205,343680,0.0683,0,0g6o5nPmgWIHYrneR4VLYq,0.439,3,0.0969,-26.162,1,"Sonata for Violin and Piano in D Minor No. 1, Op. 75: Adagio",0,1948,0.0491,85.531,0.0911,1948,sad
0.843,['Jerry Vale'],0.22,136347,0.441,0,3x63soEFKv1LFhURs5TF19,0.000105,10,0.389,-9.002,1,Eternally,21,1967,0.0315,79.668,0.364,1967,sad
0.885,['Gregory Alan Isakov'],0.608,199907,0.238,0,2wDuq7nBkGJjO4ykq3aJ4D,0.125,0,0.111,-13.604,1,Chemicals,62,10-07-2018,0.0434,78.013,0.27,2018,sad
0.914,"['Pyotr Ilyich Tchaikovsky', 'Leningrad Philharmonic Orchestra', 'Evgeny Mravinsky']",0.252,663000,0.383,0,2rrqZBzys7NjKPS9ZFpqXJ,0.897,4,0.111,-13.56,1,"Symphony No.5 In E Minor, Op.64, TH.29: 4. Finale (Andante maestoso - Allegro vivace)",12,01-01-1961,0.0441,85.24,0.222,1961,sad
0.975,['Carly Simon'],0.388,181800,0.0295,0,5m698ur1F5Z8wTRyqzrISF,1.37E-05,7,0.0559,-27.693,1,His Friends Are More Than Fond of Robin,33,1972,0.0325,78.484,0.178,1972,sad
0.898,['Cluster'],0.538,287827,0.169,0,5b6Na8oqRxzzACWuS3LsMo,0.937,7,0.386,-17.556,1,Avanti,28,1979,0.0367,92.97,0.0932,1979,sad
0.0843,['Pink Floyd'],0.222,345973,0.43,0,4nuOpZccSy63SGAVYtKd28,0.905,2,0.111,-13.896,1,"Careful with That Axe, Eugene",32,14-05-1971,0.03,90.459,0.0406,1971,sad
0.996,['Bernard Dubicki'],0.688,209361,0.0195,0,3J7iUsiftcjZxPfewt4jM6,0.957,4,0.095,-20.35,1,White Winter Hymnal - Piano,63,23-04-2017,0.0567,132.225,0.293,2017,sad
0.866,['Bill Withers'],0.422,259960,0.0689,0,4jZ2D5sXRGsVy2mJgnkY8U,0.000169,0,0.0765,-15.62,0,In My Heart,39,01-05-1971,0.0362,118.682,0.111,1971,sad
0.985,"['Georges Bizet', 'Fritz Reiner']",0.348,215600,0.265,0,1Fu9MbEY6NtWhY9FBnwaFH,1.14E-05,7,0.486,-14.57,1,Carmen: Act II: Non! Tu ne m'aimes pas,0,1951,0.11,91.021,0.147,1951,sad
0.864,['Azumi Inoue'],0.595,228440,0.274,0,6t5D0PiE7uDsr1dRn0zZXY,2.60E-05,8,0.295,-12.243,1,A Lost Child,37,1988,0.0266,102.181,0.275,1988,sad
0.593,['The Temptations'],0.383,242400,0.368,0,1UWhU9eoFaek1dC62Eg23l,0,10,0.0701,-14.868,1,Firefly,20,01-01-1975,0.041,125.562,0.22,1975,sad
0.995,"['Colette', 'René-Maurice Picard']",0.712,265133,0.0665,0,3KWqnwKKVpYFNeX5WmhMQd,0.285,8,0.139,-24.964,1,La peur du micro,0,1948,0.745,112.63,0.276,1948,sad
0.939,"['Nicholas Brodszky', 'Mario Lanza', 'Constantine Callinicos']",0.234,173147,0.199,0,3l1kQjWvYYrxYy6nfW9vbv,0.000784,10,0.134,-14.926,1,I'll Walk With God,1,1949,0.0307,82.408,0.0892,1949,sad
0.973,"['Johannes Brahms', 'Eugene Ormandy', 'Philadelphia Orchestra', 'Michael O. Drexler']",0.253,574160,0.221,0,19X88C1n4CHbsDS73f2ea2,0.913,2,0.107,-17.409,0,"Concerto No. 2 for Piano and Orchestra, Op. 83 in B-flat Major (Remastered): II. Allegro appassionato",1,1953,0.0352,74.887,0.0845,1953,sad
0.891,['Cyril Pahinui'],0.204,310973,0.328,0,3jFOru56OBjrH30UUBkGpT,0.0281,11,0.113,-14.052,1,Ipo Lei Manu,35,27-09-1994,0.0318,168.003,0.282,1994,sad
0.976,"['Sergei Rachmaninoff', 'Earl Wild', 'Royal Philharmonic Orchestra', 'Jascha Horenstein']",0.233,902880,0.168,0,5uVTvL2iGw42HhdM2R8Nhk,0.9,10,0.105,-21.091,1,"Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro",39,01-05-1966,0.0341,69.013,0.0635,1966,sad
0.568,['Dierks Bentley'],0.583,210233,0.367,0,5Sgozi87WjzpSxQnzKO8J7,0,2,0.144,-10.576,1,My Last Name,40,01-01-2003,0.0311,72.059,0.197,2003,sad
0.942,"['Chorus - Pocahontas', 'David Ogden Stiers', 'Jim Cummings', 'Judy Kuhn']",0.334,135307,0.266,0,1ruSlVBQKUmNIuZokdeL9g,0.0379,9,0.076,-16.252,0,"Savages - Pt. 2 - From ""Pocahontas""/Soundtrack Version",45,01-01-1995,0.0506,71.554,0.306,1995,sad
0.886,['Reba McEntire'],0.574,165427,0.159,0,7nE0zEsE8MIYCkoV5W7LcJ,0,5,0.216,-16.81,1,I'm Not That Lonely Yet,38,01-01-1985,0.0276,83.953,0.253,1985,sad
0.989,['Unspecified'],0.803,20253,0.00551,0,0A6xQ4Z2mSbPczLZ8gPxW0,0,3,0.13,-22.426,1,Toia Mai Te Waka (Canoe Hauling Song),0,01-01-1952,0.0667,92.809,0,1952,sad
0.995,['Mohammed Shafi'],0.393,193229,0.15,0,3s8WP8CHb9tmtoU82WeVbi,0.734,8,0.151,-12.651,0,Gulzare Mohabbat Mein Mere Aag,0,31-12-1946,0.0813,69.069,0.398,1946,sad
0.984,['John Barry'],0.212,132360,0.0384,0,2iFoMAOYrnyobZW3OEWQJc,0.869,2,0.0858,-27.419,0,If I Know A Song Of Africa (Karen's Theme III) - Out Of Africa/Soundtrack Version,25,01-01-1985,0.04,80.608,0.137,1985,sad
0.992,"['Robert Schumann', 'Vladimir Horowitz']",0.452,310733,0.0558,0,1b7VdsDwNYOHRztdmDyxUn,0.851,10,0.0967,-23.312,1,"Humoreske, Op. 20: Zum Beschluß",0,1928,0.0528,121.946,0.175,1928,sad
0.991,"['Robert Schumann', 'Vladimir Horowitz']",0.375,182533,0.0779,0,0wiHBj3oJVkftn4JpnlQcd,0.918,10,0.124,-23.081,1,"Humoreske, Op. 20: Noch rascher",0,1928,0.0398,79.756,0.24,1928,sad
0.986,['Berthe Sylva'],0.394,196023,0.171,0,3PmHyXZJtVtyr5OToePVuU,2.13E-05,5,0.109,-14.771,1,La Voix De Maman,0,1932,0.0488,127.287,0.29,1932,sad
0.703,['Keith Whitley'],0.605,252627,0.228,0,7J9ARWRkMtXMYeF8RxJEjn,0.00198,7,0.0936,-16.116,1,Don't Close Your Eyes,56,30-05-1988,0.0267,78.31,0.285,1988,sad
0.917,['Dean Martin'],0.224,205373,0.144,0,3cLEJYC5w7q0TdmQ8Tl3A4,0.0429,3,0.145,-16.475,1,Mam'selle,12,1962,0.0338,142.903,0.206,1962,sad
0.392,['Weather Report'],0.432,239240,0.202,0,4AB1oc7TYPx68VSpcr7x7h,0.028,9,0.122,-16.259,1,Harlequin,33,01-03-1977,0.0294,137.966,0.241,1977,sad
0.995,"['Maurice Ravel', 'Robert Casadesus']",0.415,198320,0.0958,0,1ttP2KfctBJeNGZBb7HwFg,0.879,7,0.104,-24.44,1,"Le tombeau de Couperin, M. 68: II. Fugue",0,1952,0.0491,80.15,0.426,1952,sad
0.77,"['The Rippingtons', 'Russ Freeman', 'David Benoit', 'David Koz', 'Gregg Karukas', 'Jimmy Johnson', 'Tony Morales', 'Steve Reid']",0.275,310933,0.27,0,2lbN0LZweOCd1BSgIZZB3v,0.335,2,0.126,-17.145,0,Dreams,26,01-01-1986,0.0293,94.414,0.261,1986,sad
0.929,['Tony Bennett'],0.475,197067,0.144,0,7h8Y5ozXb7D7COLHahSq4b,4.98E-06,9,0.15,-15.436,0,Who Cares?,37,05-10-1993,0.0378,137.376,0.113,1993,sad
0.983,['李安和'],0.158,136280,0.0587,0,4RRiKt31oY3zw9qlGigQWM,7.62E-06,0,0.0689,-20.681,1,小路,21,03-01-1966,0.0336,167.354,0.116,1966,sad
0.934,['Miles Davis'],0.194,374467,0.0327,0,7iUoQTduqI5CJ8L8xrKVwL,0.722,9,0.0986,-22.152,0,My Man's Gone Now,24,1959,0.0381,61.464,0.0588,1959,sad
0.698,['Jazmine Sullivan'],0.445,250093,0.34,0,1xu91y5jf13yxAssdfsbPt,0,0,0.138,-7.942,0,In Love With Another Man,49,23-09-2008,0.0518,116.826,0.177,2008,sad
0.934,['Nina Simone'],0.45,181766,0.127,0,50WVufhZJ4txSqMZDIRAKI,0,5,0.103,-17.259,1,Try a Little Tenderness,20,1959,0.0333,96.965,0.365,1959,sad
0.938,"['Richard Rodgers', 'Edith Adams', 'Cinderella Ensemble', 'Alfredo Antonini']",0.14,229400,0.251,0,3hdGQUrF2UkVvP4PcghmR1,0.0301,7,0.0746,-14.727,1,Cinderella - Original Broadway Cast: The Wedding,7,1957,0.0355,80.185,0.125,1957,sad
0.994,['Lee Konitz'],0.422,244293,0.0146,0,6o9j2MqwUrJHtP5qwQNZKE,0.745,7,0.142,-22.887,0,The Daffodil's Smile,8,01-01-1958,0.042,124.834,0.286,1958,sad
0.995,"['Frédéric Chopin', 'Ignaz Friedman']",0.433,116787,0.0823,0,7seu6kxk27CgZlVlLrPzjw,0.941,10,0.402,-20.087,1,"Mazurkas, Op. 7: No. 1 in B-Flat Major (Vivace)",0,1926,0.0503,89.204,0.313,1926,sad
0.443,['Bing Crosby'],0.16,188400,0.234,0,1une3rqT2R9tsTOZWwzIrZ,1.60E-05,6,0.167,-15.459,1,Count Your Blessings Instead Of Sheep,26,01-01-1954,0.0367,77.607,0.355,1954,sad
0.462,['Bert Jansch'],0.48,189406,0.224,0,4QTV3dLUyYu5vFPEFvA1jg,0.88,0,0.105,-18.077,0,Angie - 2015 Remaster,49,01-01-1965,0.0401,80.035,0.395,1965,sad
0.655,['Jackie Gleason'],0.101,212653,0.368,0,7huEAEhvYmSIJzFfX5Sc16,0.692,7,0.0929,-13.458,0,How Deep Is The Ocean,4,06-06-1955,0.0425,70.961,0.0908,1955,sad
0.896,"['Sister Rosetta Tharpe', 'The Rosettes']",0.261,194122,0.333,0,4oE2phffF2dL7OE5Pdqqlf,0.000428,8,0.236,-9.4,1,Rock Of Ages,7,13-10-1951,0.0417,99.547,0.229,1951,sad
0.928,"['Arnold Bax', 'BBC Symphony Orchestra']",0.321,715133,0.254,0,57biZdx9cI2EgESjAYkI63,0.682,2,0.472,-17.723,0,"Concert for Violin & Orchestra: I. Overture (Allegro Risoluto), Ballad and Scherzo (Allegro Moderato - Poco Largamente)",0,1944,0.042,127.741,0.0753,1944,sad
0.924,['André Previn'],0.567,225524,0.249,0,3af9mch1pHYFboXpUXHghx,0.539,9,0.113,-15.184,0,Black & Blue,11,24-06-1953,0.0336,78.655,0.287,1953,sad
0.946,['Joni Mitchell'],0.214,352827,0.109,0,41JlTwBvRReaitzs36quB9,0.132,8,0.122,-16.214,1,A Case of You,42,20-03-2000,0.0332,86.533,0.148,2000,sad
0.993,"['Francis Poulenc', 'Pierre Bernac']",0.316,151560,0.166,0,6CE6dhK66akPXlEPnbaLKc,0.0392,8,0.102,-17.158,0,"Calligrammes, FP 140: VII. Voyage",12,1949,0.0443,133.831,0.0395,1949,sad
0.965,['MGM Studio Orchestra'],0.37,69973,0.101,0,0q5DqC4hUYcJ7JMHpfLBfJ,0.784,7,0.291,-19.316,1,From Dueling To Dancing,5,11-04-1952,0.0451,66.946,0.277,1952,sad
0.943,['Fred Astaire'],0.255,147933,0.179,0,5agvdbstYFHnI7P6YBcWrC,0.163,7,0.333,-15.383,1,Let's Face The Music And Dance,22,1935,0.0402,172.836,0.2,1935,sad
0.985,"['Giuseppe Verdi', 'Alfredo Simonetto', 'Orchestra lirica di Milano della RAI']",0.405,128000,0.0551,0,0KrldjRuGhHLlkp3t6x1UD,0.000507,0,0.256,-18.221,1,"Verdi : Un giorno di regno : Act 2 ""Deh, lasciate a un'alma amante"" [Edoardo, Chorus]",0,1951,0.0528,135.227,0.231,1951,sad
